userid,user,pageid,revid,parentid,ns,title,timestamp,comment,size,username,top,texthidden,new
0,94.178.235.125,63439977,946935650,946753055,14,Category:Deaths from the COVID-19 pandemic in France,2020-03-23T08:07:31Z,,167,94.178.235.125,,,
0,94.178.235.125,37025150,946874733,946874596,0,Ruslan Dmytrenko,2020-03-22T22:44:42Z,/* References */,6567,94.178.235.125,,,
0,94.178.235.125,37025150,946874596,946874385,0,Ruslan Dmytrenko,2020-03-22T22:43:44Z,/* Competition record */,6477,94.178.235.125,,,
0,94.178.235.125,37025150,946874385,946873854,0,Ruslan Dmytrenko,2020-03-22T22:42:22Z,,6507,94.178.235.125,,,
0,94.178.235.125,37025150,946873854,940908033,0,Ruslan Dmytrenko,2020-03-22T22:38:38Z,,6332,94.178.235.125,,,
0,94.178.235.125,23614262,946796134,920667210,0,Yakiv Zalevskyi,2020-03-22T13:38:30Z,/* External links */,3640,94.178.235.125,,,
0,94.178.235.125,29611909,946796112,923054961,0,Volodymyr Pyatenko,2020-03-22T13:38:16Z,/* External links */,6216,94.178.235.125,,,
0,94.178.235.125,23526096,946796087,900076884,0,Syarhey Kuzminich,2020-03-22T13:38:02Z,/* External links */,3362,94.178.235.125,,,
0,94.178.235.125,12088444,946796063,900074809,0,Aliaksei Kuchuk,2020-03-22T13:37:48Z,/* External links */,4992,94.178.235.125,,,
0,94.178.235.125,6078985,946796042,938344194,0,Vasil Khamutowski,2020-03-22T13:37:31Z,/* References */,10935,94.178.235.125,,,
0,94.178.235.125,51364647,946796025,942376320,0,Oleg Dulub,2020-03-22T13:37:21Z,/* External links */,6355,94.178.235.125,,,
0,94.178.235.125,54234554,946795993,900074859,10,Template:FC Krumkachy Minsk managers,2020-03-22T13:37:02Z,,615,94.178.235.125,,,
0,94.178.235.125,37330078,946795932,941372680,0,Kirill Aleksiyan,2020-03-22T13:36:26Z,/* External links */,3203,94.178.235.125,,,
0,94.178.235.125,8149160,946795920,893121440,0,Anton Amelchenko,2020-03-22T13:36:20Z,/* External links */,2975,94.178.235.125,,,
0,94.178.235.125,60531005,946795844,893121358,14,Category:FC Krumkachy Minsk players,2020-03-22T13:35:32Z,,93,94.178.235.125,,,
0,94.178.235.125,49446167,946795823,893121557,14,Category:FC NFK Minsk players,2020-03-22T13:35:20Z,,57,94.178.235.125,,,
0,94.178.235.125,53048859,946795765,946795436,14,Category:FC NFK Minsk managers,2020-03-22T13:34:49Z,,58,94.178.235.125,,,
0,94.178.235.125,60531004,946795745,893121342,14,Category:FC Krumkachy Minsk managers,2020-03-22T13:34:36Z,,108,94.178.235.125,,,
0,94.178.235.125,45218195,946795622,946457152,0,FC Krumkachy Minsk,2020-03-22T13:33:29Z,/* External links */,5126,94.178.235.125,,,
0,94.178.235.125,53048864,946795586,946795372,14,Category:FC NFK Minsk,2020-03-22T13:33:07Z,[[WP:AES|←]]Replaced content with '{{category redirect|FC Krumkachy Minsk}}',40,94.178.235.125,,,
0,94.178.235.125,60531001,946795539,893121262,14,Category:FC Krumkachy Minsk,2020-03-22T13:32:47Z,,108,94.178.235.125,,,
0,94.178.235.125,53048859,946795436,893121340,14,Category:FC NFK Minsk managers,2020-03-22T13:31:47Z,,468,94.178.235.125,,,
0,94.178.235.125,53048864,946795372,893121261,14,Category:FC NFK Minsk,2020-03-22T13:31:18Z,,516,94.178.235.125,,,
0,94.178.235.125,59890746,946794169,944333801,0,FIDE Grand Prix 2019,2020-03-22T13:19:00Z,/* Grand Prix standings */,31272,94.178.235.125,,,
0,94.178.235.125,68042,946793080,946792845,0,Chess960,2020-03-22T13:07:07Z,not event article,50048,94.178.235.125,,,
0,94.178.235.125,6802671,946792939,943619248,0,Fischer random chess starting position,2020-03-22T13:05:29Z,/* External links */,12706,94.178.235.125,,,
0,94.178.235.125,3247183,946792908,936155284,0,Fischer random chess numbering scheme,2020-03-22T13:05:12Z,/* External links */,17448,94.178.235.125,,,
0,94.178.235.125,56478387,946792882,924254628,0,World Chess960 Championship,2020-03-22T13:04:55Z,/* References */,14010,94.178.235.125,,,
0,94.178.235.125,68042,946792845,941086160,0,Chess960,2020-03-22T13:04:32Z,/* External links */,50107,94.178.235.125,,,
0,94.178.235.125,62184490,946792697,933673814,0,FIDE World Fischer Random Chess Championship 2019,2020-03-22T13:03:08Z,/* External links */,17941,94.178.235.125,,,
0,94.178.235.125,61375565,946791896,946791518,0,FIDE Women's Grand Prix 2019–2021,2020-03-22T12:55:16Z,/* Grand Prix standings */,6264,94.178.235.125,,,
0,94.178.235.125,61375565,946791518,945385587,0,FIDE Women's Grand Prix 2019–2021,2020-03-22T12:52:01Z,/* Schedule and results */,6210,94.178.235.125,,,
0,94.178.235.125,63369558,946786726,945490157,14,Category:COVID-19 pandemic in the United Kingdom,2020-03-22T12:05:20Z,,448,94.178.235.125,,,
0,94.178.235.125,63431783,946786685,946742925,0,COVID-19 pandemic in Northern Ireland,2020-03-22T12:04:56Z,subcat rule,14235,94.178.235.125,,,
0,94.178.235.125,62750628,946786525,934252185,14,Category:2020 events in Ireland,2020-03-22T12:03:12Z,all are events,37,94.178.235.125,,,
0,94.178.235.125,271709,946785192,946414448,0,Berlin Brandenburg Airport,2020-03-22T11:47:19Z,subcat,180764,94.178.235.125,,,
0,94.178.235.125,63294337,946785081,946738377,0,COVID-19 pandemic in Oceania,2020-03-22T11:46:00Z,/* External links */,26925,94.178.235.125,,,
0,94.178.235.125,63350926,946785023,946783158,0,COVID-19 pandemic in South America,2020-03-22T11:45:16Z,/* References */,15670,94.178.235.125,,,
0,94.178.235.125,63222928,946784961,946730406,0,COVID-19 pandemic in North America,2020-03-22T11:44:38Z,/* External links */,33595,94.178.235.125,,,
0,94.178.235.125,63183247,946784857,946781764,0,COVID-19 pandemic in Asia,2020-03-22T11:43:34Z,/* External links */,81926,94.178.235.125,,,
0,94.178.235.125,63289321,946784786,946779313,0,COVID-19 pandemic in Africa,2020-03-22T11:42:49Z,/* References */,54827,94.178.235.125,,,
0,94.178.235.125,63289317,946784538,946784249,14,Category:COVID-19 pandemic in Africa,2020-03-22T11:40:05Z,,175,94.178.235.125,,,
0,94.178.235.125,63222790,946784514,945273680,14,Category:COVID-19 pandemic in Asia,2020-03-22T11:39:42Z,,169,94.178.235.125,,,
0,94.178.235.125,63346188,946784423,946778258,0,COVID-19 pandemic in Tunisia,2020-03-22T11:38:39Z,subcat,2972,94.178.235.125,,,
0,94.178.235.125,63300653,946784405,946764858,0,COVID-19 pandemic in South Africa,2020-03-22T11:38:22Z,subcat,47281,94.178.235.125,,,
0,94.178.235.125,63285738,946784385,946780361,0,COVID-19 pandemic in Egypt,2020-03-22T11:38:08Z,subcat,23509,94.178.235.125,,,
0,94.178.235.125,63366745,946784343,946651748,0,COVID-19 pandemic in Chad,2020-03-22T11:37:43Z,subcat,3460,94.178.235.125,,,
0,94.178.235.125,63366018,946784315,946721471,0,COVID-19 pandemic in Benin,2020-03-22T11:37:22Z,subcat,2075,94.178.235.125,,,
0,94.178.235.125,63366017,946784300,946705380,0,COVID-19 pandemic in Angola,2020-03-22T11:37:10Z,subcat,2120,94.178.235.125,,,
0,94.178.235.125,63289317,946784249,945273726,14,Category:COVID-19 pandemic in Africa,2020-03-22T11:36:36Z,,203,94.178.235.125,,,
0,94.178.235.125,63335287,946784152,946783878,0,COVID-19 pandemic in Nigeria,2020-03-22T11:35:37Z,subcat,29328,94.178.235.125,,,
0,94.178.235.125,62794200,946783925,946078498,0,Camp Simba attack,2020-03-22T11:32:44Z,/* References */,7918,94.178.235.125,,,
0,94.178.235.125,63350791,946783612,946414516,0,2020 Camp Taji attacks,2020-03-22T11:28:38Z,/* References */,8487,94.178.235.125,,,
0,94.178.235.125,63304836,946783589,944448784,0,6 March 2020 Kabul shooting,2020-03-22T11:28:19Z,,2503,94.178.235.125,,,
0,94.178.235.125,62771852,946783397,935586984,14,Category:2020 natural disasters in the United States,2020-03-22T11:26:12Z,,222,94.178.235.125,,,
0,94.178.235.125,59582249,946783378,934640084,14,Category:2019 natural disasters in the United States,2020-03-22T11:26:01Z,,222,94.178.235.125,,,
0,94.178.235.125,63387351,946783320,946690382,0,2020 Middle East storms,2020-03-22T11:25:15Z,/* References */,4325,94.178.235.125,,,
0,94.178.235.125,63408136,946783180,946728395,0,2020 Salt Lake City earthquake,2020-03-22T11:23:40Z,/* References */,14223,94.178.235.125,,,
0,94.178.235.125,62710827,946783099,946208674,10,Template:Earthquakes in 2020,2020-03-22T11:22:41Z,,1116,94.178.235.125,,,
0,94.178.235.125,63441187,946783014,946781287,0,2020 Zagreb earthquake,2020-03-22T11:21:53Z,,4109,94.178.235.125,,,
0,94.178.235.125,62907297,946782808,946753745,0,Timeline of the COVID-19 pandemic in January 2020,2020-03-22T11:19:40Z,/* References */,268164,94.178.235.125,,,
0,94.178.235.125,62738026,946781458,934040012,2,User:Centralcoastfun/sandbox,2020-03-22T11:05:36Z,/* External links */,1924,94.178.235.125,,,
0,94.178.235.125,63137223,946781377,946710183,0,List of Northeastern U.S. pilot boats,2020-03-22T11:04:40Z,/* External links */,29541,94.178.235.125,,,
0,94.178.235.125,772266,946781303,944774817,14,Category:Ships by type,2020-03-22T11:03:43Z,,496,94.178.235.125,,,
0,94.178.235.125,13780312,946781044,946693316,0,Carnival Luminosa,2020-03-22T11:00:40Z,/* External links */,12723,94.178.235.125,,,
0,94.178.235.125,63371498,946780605,945699406,14,Category:COVID-19 pandemic in the United States,2020-03-22T10:55:30Z,,427,94.178.235.125,,,
0,94.178.235.125,63368246,946780510,946780468,14,Category:COVID-19 pandemic in the United States by state,2020-03-22T10:54:16Z,,9217,94.178.235.125,,,
0,94.178.235.125,63368246,946780468,946780207,14,Category:COVID-19 pandemic in the United States by state,2020-03-22T10:53:48Z,,9222,94.178.235.125,,,
0,94.178.235.125,63368246,946780207,946779944,14,Category:COVID-19 pandemic in the United States by state,2020-03-22T10:50:38Z,,234,94.178.235.125,,,
0,94.178.235.125,11522707,946780111,918069141,0,2007 tuberculosis scare,2020-03-22T10:49:22Z,/* External links */,15477,94.178.235.125,,,
0,94.178.235.125,25071634,946780022,932185023,0,America's Health Rankings,2020-03-22T10:48:16Z,not x by y here,30885,94.178.235.125,,,
0,94.178.235.125,63368246,946779944,945699352,14,Category:COVID-19 pandemic in the United States by state,2020-03-22T10:47:18Z,,238,94.178.235.125,,,
0,94.178.235.125,9127643,946778673,817928171,2,User:K012957/sandbox,2020-03-22T10:32:18Z,remove from categ,1531,94.178.235.125,,,
0,94.178.235.125,5522003,946778531,697574857,101,Portal talk:Current events/July 2006,2020-03-22T10:30:29Z,to remove it from categ,2175,94.178.235.125,,,
0,94.178.235.125,46684890,946778398,666313429,2,User:Ævar Arnfjörð Bjarmason/What's going on in the world?,2020-03-22T10:28:59Z,,529,94.178.235.125,,,
0,94.178.235.125,21696620,946778346,273359120,2,User:Bingo-101a/History,2020-03-22T10:28:19Z,,51,94.178.235.125,,,
0,94.178.235.125,63350074,946778191,946274758,0,Xiaotangshan Hospital,2020-03-22T10:26:27Z,,16543,94.178.235.125,,,
0,94.178.235.125,63352323,946778061,946755141,0,Suspension of the 2019–20 NBA season,2020-03-22T10:25:11Z,covered by category; not in news already; many postponed events,18898,94.178.235.125,,,
0,94.178.235.125,63313736,946777978,946117055,0,Collapse of Xinjia Express Hotel,2020-03-22T10:24:14Z,,10109,94.178.235.125,,,
0,94.178.235.125,63363331,946777951,946734535,0,COVID-19 pandemic in Vermont,2020-03-22T10:23:51Z,,11538,94.178.235.125,,,
0,94.178.235.125,63363326,946777942,946753608,0,COVID-19 pandemic in Tennessee,2020-03-22T10:23:47Z,,12659,94.178.235.125,,,
0,94.178.235.125,63363322,946777922,946747360,0,COVID-19 pandemic in South Dakota,2020-03-22T10:23:35Z,,3159,94.178.235.125,,,
0,94.178.235.125,63363320,946777907,946748212,0,COVID-19 pandemic in South Carolina,2020-03-22T10:23:22Z,,19575,94.178.235.125,,,
0,94.178.235.125,63363317,946777880,946693435,0,COVID-19 pandemic in Rhode Island,2020-03-22T10:23:12Z,,1347,94.178.235.125,,,
0,94.178.235.125,63363309,946777868,946688138,0,COVID-19 pandemic in Oklahoma,2020-03-22T10:23:01Z,,4882,94.178.235.125,,,
0,94.178.235.125,63363304,946777859,946759483,0,COVID-19 pandemic in North Carolina,2020-03-22T10:22:54Z,,14839,94.178.235.125,,,
0,94.178.235.125,63363295,946777841,946679651,0,COVID-19 pandemic in New Hampshire,2020-03-22T10:22:46Z,,1299,94.178.235.125,,,
0,94.178.235.125,63363292,946777834,946652389,0,COVID-19 pandemic in Nebraska,2020-03-22T10:22:40Z,,1452,94.178.235.125,,,
0,94.178.235.125,63363291,946777796,946757228,0,COVID-19 pandemic in Montana,2020-03-22T10:22:07Z,,12006,94.178.235.125,,,
0,94.178.235.125,63363286,946777772,946757750,0,COVID-19 pandemic in Missouri,2020-03-22T10:21:50Z,,10137,94.178.235.125,,,
0,94.178.235.125,63359362,946777770,946772595,0,COVID-19 pandemic in Maryland,2020-03-22T10:21:46Z,,57976,94.178.235.125,,,
0,94.178.235.125,63363271,946777743,946734517,0,COVID-19 pandemic in Louisiana,2020-03-22T10:21:26Z,,26780,94.178.235.125,,,
0,94.178.235.125,63363252,946777730,946777656,0,COVID-19 pandemic in Delaware,2020-03-22T10:21:16Z,,12175,94.178.235.125,,,
0,94.178.235.125,63363269,946777689,946730378,0,COVID-19 pandemic in Kentucky,2020-03-22T10:20:39Z,,16708,94.178.235.125,,,
0,94.178.235.125,63363266,946777677,946712846,0,COVID-19 pandemic in Iowa,2020-03-22T10:20:29Z,,2944,94.178.235.125,,,
0,94.178.235.125,63368272,946777665,946579241,0,COVID-19 pandemic in Idaho,2020-03-22T10:20:20Z,,1194,94.178.235.125,,,
0,94.178.235.125,63363252,946777656,946716857,0,COVID-19 pandemic in Delaware,2020-03-22T10:20:14Z,,12203,94.178.235.125,,,
0,94.178.235.125,63363247,946777628,946706094,0,COVID-19 pandemic in Arkansas,2020-03-22T10:19:56Z,,31318,94.178.235.125,,,
0,94.178.235.125,63363245,946777611,946760367,0,COVID-19 pandemic in Arizona,2020-03-22T10:19:44Z,,20082,94.178.235.125,,,
0,94.178.235.125,63363239,946777591,946731775,0,COVID-19 pandemic in Alaska,2020-03-22T10:19:31Z,,6754,94.178.235.125,,,
0,94.178.235.125,62338243,946775033,946774762,10,Template:2020 in mixed martial arts,2020-03-22T09:51:33Z,,4660,94.178.235.125,,,
0,94.178.235.125,62338243,946774762,946359588,10,Template:2020 in mixed martial arts,2020-03-22T09:49:05Z,upd,4664,94.178.235.125,,,
0,94.178.235.125,63189964,946766604,946765275,4,Wikipedia:Categories for discussion/Log/2020 March 21,2020-03-22T08:22:33Z,/* Medical outbreaks by country */,38596,94.178.235.125,,,
0,94.178.235.125,63277046,946765995,946765963,0,COVID-19 pandemic in Ukraine,2020-03-22T08:13:38Z,/* Cases by region */,13450,94.178.235.125,,,
0,94.178.235.125,63277046,946765963,946710190,0,COVID-19 pandemic in Ukraine,2020-03-22T08:13:07Z,/* Timeline */,13445,94.178.235.125,,,
0,94.178.235.125,18302331,946765284,946752220,10,Template:Satellite and spacecraft instruments,2020-03-22T08:03:23Z,,10008,94.178.235.125,,,
0,94.178.235.125,61342035,946764926,907466944,14,Category:9th Ukrainian Verkhovna Rada,2020-03-22T07:58:13Z,,186,94.178.235.125,,,
